timestamp,ear_norm,mouth_norm,jaw_norm,stress_flag,flat_affect_flag,arousal_flag
1768981589.53,1.104,7.916,1.1,0.162,0.5,0.072
1768981589.73,1.01,12.615,0.912,0.0,0.5,0.069
1768981590.03,0.929,0.79,1.019,0.758,0.5,0.067
1768981590.23,0.968,0.122,0.989,0.827,0.5,0.067
1768981590.53,1.044,0.47,0.973,0.383,0.5,0.067
1768981590.83,0.935,0.478,0.973,0.959,0.5,0.07
1768981591.03,1.276,0.562,0.959,0.0,0.5,0.069
1768981591.23,1.062,3.08,0.986,0.0,0.5,0.066
1768981591.43,1.066,4.651,1.034,0.0,0.5,0.064
1768981591.63,0.915,5.577,1.04,0.842,0.5,0.064
1768981591.93,0.992,10.218,1.05,0.532,0.5,0.063
1768981592.23,1.074,9.275,1.058,0.164,0.5,0.065
1768981592.43,1.087,13.202,1.022,0.0,0.5,0.066
1768981592.73,1.148,14.226,0.994,0.0,0.5,0.066
1768981593.03,0.911,13.396,0.95,0.609,0.5,0.065
1768981593.33,1.119,8.952,0.956,0.044,0.5,0.064
1768981593.53,1.155,10.929,0.906,0.493,0.5,0.063
1768981593.83,1.083,12.552,0.938,0.035,0.5,0.064
1768981594.03,1.15,12.415,0.939,0.0,0.5,0.064
1768981594.23,1.144,11.874,0.944,0.436,0.5,0.065
1768981594.53,1.096,15.732,0.947,1.0,0.5,0.065
1768981594.73,1.132,16.603,0.941,0.0,0.5,0.065
1768981594.93,1.149,14.087,0.951,0.0,0.5,0.065
1768981595.23,1.132,17.422,0.997,1.0,0.5,0.064
1768981595.53,0.906,12.948,1.001,0.911,0.5,0.065
1768981595.73,1.013,10.597,1.018,0.163,0.5,0.065
1768981595.93,1.139,11.487,1.009,0.0,0.5,0.065
1768981596.25,1.114,11.861,1.012,0.0,0.5,0.065
1768981596.53,1.083,13.828,1.016,0.0,0.5,0.065
1768981596.73,1.101,13.659,1.017,0.05,0.5,0.064
1768981596.93,1.046,15.225,0.997,1.0,0.5,0.065
1768981597.23,1.096,0.624,1.019,0.06,0.5,0.064
1768981597.43,1.127,0.252,0.992,0.729,0.5,0.064
1768981597.73,1.013,0.482,0.958,1.0,0.5,0.064
1768981598.03,1.042,0.515,0.944,0.264,0.5,0.064
1768981598.33,1.022,0.615,1.02,1.0,0.5,0.068
1768981598.53,1.028,1.205,1.002,0.333,0.5,0.072
1768981598.83,0.607,0.353,1.036,1.0,0.5,0.074
1768981599.13,1.191,0.168,1.079,0.131,0.5,0.075
1768981599.33,1.189,9.439,1.086,0.0,0.5,0.074
1768981599.53,1.22,13.399,1.125,0.0,0.5,0.072
1768981599.83,1.145,3.505,1.073,0.0,0.5,0.071
1768981600.03,1.217,3.27,1.061,0.076,0.5,0.071
1768981600.33,1.178,1.354,1.061,0.127,0.5,0.07
1768981600.63,1.04,7.258,1.033,1.0,0.5,0.069
1768981600.84,1.062,13.481,1.067,1.0,0.5,0.069
1768981601.13,0.95,12.409,1.043,0.51,0.5,0.066
1768981601.33,0.988,5.067,0.982,0.622,0.5,0.065
1768981601.63,1.053,6.885,1.024,0.0,0.5,0.063
1768981601.83,1.096,0.696,0.984,0.0,0.5,0.063
1768981602.13,0.988,12.366,1.025,0.008,0.5,0.063
1768981602.43,1.026,14.223,1.011,0.0,0.5,0.062
1768981602.73,1.047,11.996,0.988,0.0,0.5,0.06
1768981603.03,1.036,12.192,1.004,0.578,0.5,0.06
1768981603.23,1.046,14.876,1.008,0.0,0.5,0.06
1768981603.53,1.126,12.33,0.999,0.0,0.5,0.061
1768981603.73,1.128,0.316,0.957,0.59,0.5,0.061
1768981603.93,1.076,0.282,0.955,0.0,0.5,0.062
1768981604.23,1.079,1.14,1.02,1.0,0.5,0.064
1768981604.54,0.91,0.537,1.02,0.767,0.5,0.065
1768981604.83,0.964,0.079,0.996,0.947,0.5,0.066
1768981605.03,0.949,13.964,1.073,0.255,0.5,0.065
1768981605.33,0.899,2.049,1.022,1.0,0.5,0.065
1768981605.53,1.001,11.997,1.104,0.0,0.5,0.065
1768981605.73,0.968,2.397,1.016,0.162,0.5,0.065
1768981606.03,0.984,4.229,1.036,0.0,0.5,0.065
1768981606.33,0.989,9.04,1.08,0.0,0.5,0.066
1768981606.53,0.954,0.343,1.02,0.896,0.5,0.067
1768981606.73,0.94,12.969,1.08,1.0,0.5,0.068
1768981607.03,0.962,1.497,1.036,1.0,0.5,0.069
1768981607.23,0.825,5.238,1.11,1.0,0.5,0.07
1768981607.43,0.696,0.574,1.079,0.772,0.5,0.071
1768981607.73,0.805,0.977,1.075,0.0,0.5,0.073
1768981608.03,0.898,15.714,1.119,1.0,0.5,0.074
1768981608.33,0.749,1.096,1.053,0.0,0.5,0.074
1768981608.63,1.112,10.809,0.997,0.0,0.5,0.07
1768981608.83,1.119,2.178,0.986,0.0,0.5,0.067
1768981609.13,1.067,9.365,1.038,0.306,0.5,0.063
1768981609.33,1.111,2.722,1.022,0.634,0.5,0.062
1768981609.53,1.113,16.443,1.075,0.739,0.5,0.063
1768981609.85,1.214,6.674,1.022,0.0,0.5,0.065
1768981610.13,1.067,0.891,1.024,1.0,0.5,0.066
1768981610.33,1.027,2.008,1.066,0.967,0.5,0.067
1768981610.63,1.117,4.601,1.082,0.802,0.5,0.068
1768981610.83,1.101,5.733,1.093,0.234,0.5,0.07
1768981611.13,1.177,18.028,1.141,0.341,0.5,0.072
1768981611.33,1.127,22.009,1.167,0.022,0.5,0.073
1768981611.53,0.695,24.92,1.182,1.0,0.5,0.074
1768981611.73,0.934,8.702,1.115,0.61,0.5,0.074
1768981612.05,0.472,2.558,1.092,0.523,0.5,0.073
1768981612.34,0.596,2.129,1.134,0.049,0.5,0.073
1768981612.63,0.449,4.71,1.163,0.62,0.5,0.073
1768981612.83,1.059,13.266,1.229,0.0,0.5,0.072
1768981613.13,1.092,20.687,1.246,0.0,0.5,0.075
1768981613.33,1.196,16.248,1.209,0.058,0.5,0.074
1768981613.63,0.709,28.215,1.187,0.686,0.5,0.074
1768981613.83,0.836,26.862,1.216,0.42,0.5,0.074
1768981614.13,0.664,26.085,1.224,0.0,0.5,0.071
1768981614.43,0.702,3.796,1.09,0.631,0.5,0.07
1768981614.63,0.726,7.745,1.108,1.0,0.5,0.071
1768981614.83,0.604,5.945,1.106,1.0,0.5,0.074
1768981615.13,0.829,11.34,1.114,0.64,0.5,0.079
1768981615.43,0.923,4.363,1.038,0.0,0.5,0.081
1768981615.63,1.103,14.969,1.016,0.0,0.5,0.077
1768981615.93,1.302,13.172,1.033,0.0,0.5,0.069
1768981616.23,1.179,13.797,1.02,0.065,0.5,0.061
1768981616.43,1.186,14.111,1.012,0.0,0.5,0.058
1768981616.73,1.229,10.428,1.034,0.232,0.5,0.058
1768981616.93,1.25,0.211,0.97,0.479,0.5,0.058
1768981617.23,1.204,2.943,1.033,1.0,0.5,0.06
1768981617.43,0.387,7.249,1.121,1.0,0.5,0.064
1768981617.73,1.049,12.638,1.151,0.39,0.5,0.071
1768981618.03,1.072,1.912,1.086,0.045,0.5,0.079
1768981618.23,1.141,5.169,1.112,0.0,0.5,0.083
1768981618.43,1.04,8.762,1.146,0.0,0.5,0.085
1768981618.63,0.994,6.935,1.11,1.0,0.5,0.085
1768981618.93,1.036,1.375,1.067,0.307,0.5,0.085
1768981619.23,1.065,10.909,1.081,0.0,0.5,0.086
1768981619.43,1.058,6.331,1.052,0.0,0.5,0.086
1768981619.73,0.999,5.674,1.066,0.332,0.5,0.086
1768981619.94,1.063,1.728,1.035,0.0,0.5,0.086
1768981620.23,1.038,8.444,1.054,0.0,0.5,0.084
1768981620.43,0.939,17.565,1.145,0.0,0.5,0.083
1768981620.73,1.001,19.382,1.141,0.0,0.5,0.082
1768981620.93,0.946,3.696,1.095,0.325,0.5,0.081
1768981621.23,0.983,6.931,1.094,0.438,0.5,0.08
1768981621.43,0.876,5.578,1.1,0.172,0.5,0.08
1768981621.73,1.048,16.74,1.132,0.03,0.5,0.079
1768981621.93,1.038,14.057,1.097,0.743,0.5,0.079
1768981622.23,1.089,10.085,1.074,0.632,0.5,0.077
1768981622.53,1.1,9.684,1.093,0.102,0.5,0.076
1768981622.73,1.147,7.936,1.083,0.0,0.5,0.075
1768981623.03,1.128,14.191,1.098,0.0,0.5,0.074
1768981623.23,1.147,16.163,1.118,0.026,0.5,0.074
1768981623.53,1.132,14.629,1.1,1.0,0.5,0.073
1768981623.83,1.026,8.276,1.063,0.132,0.5,0.073
1768981624.13,1.146,0.161,0.994,0.312,0.5,0.073
1768981624.43,1.199,0.355,0.997,0.0,0.5,0.072
1768981624.73,1.144,0.36,1.0,0.153,0.5,0.072
1768981625.03,1.16,0.703,0.988,0.0,0.5,0.071
1768981625.23,1.207,0.711,0.992,0.0,0.5,0.071
1768981625.53,1.128,1.067,0.98,0.815,0.5,0.071
1768981625.83,1.123,0.504,0.993,1.0,0.5,0.071
1768981626.13,1.197,0.874,0.996,0.0,0.5,0.07
1768981626.33,1.157,0.283,1.004,0.148,0.5,0.07
1768981626.53,1.167,0.191,1.003,0.599,0.5,0.07
1768981626.74,1.189,0.989,0.998,0.203,0.5,0.07
1768981627.04,1.035,1.451,1.002,0.72,0.5,0.071
1768981627.33,1.075,2.296,1.003,0.781,0.5,0.071
1768981627.63,1.091,0.98,0.988,0.531,0.5,0.071
1768981627.93,1.203,5.894,1.074,0.773,0.5,0.071
1768981628.13,1.194,5.597,1.085,0.361,0.5,0.07
1768981628.33,1.164,3.122,1.036,0.0,0.5,0.07
1768981628.64,1.184,5.032,1.016,0.759,0.5,0.07
1768981628.93,1.196,6.357,1.046,0.827,0.5,0.07
1768981629.13,1.128,3.892,1.021,0.32,0.5,0.07
1768981629.43,1.004,5.285,1.021,0.207,0.5,0.07
1768981629.63,1.052,4.634,1.02,0.055,0.5,0.07
1768981629.93,1.105,1.981,0.999,0.0,0.5,0.069
1768981630.23,1.161,3.485,1.012,0.158,0.5,0.069
1768981630.53,1.182,1.794,0.986,0.0,0.5,0.07
1768981630.83,1.251,2.545,1.015,0.0,0.5,0.07
1768981631.13,1.216,0.62,0.99,0.99,0.5,0.07
1768981631.33,1.097,1.37,1.0,1.0,0.5,0.07
1768981631.63,0.876,0.885,1.099,0.819,0.5,0.073
1768981631.93,1.077,6.492,1.112,0.78,0.5,0.074
1768981632.13,0.925,7.218,1.107,0.0,0.5,0.075
1768981632.37,0.984,3.419,1.055,0.56,0.5,0.075
1768981632.63,0.983,12.297,0.922,0.0,0.5,0.069
1768981632.83,1.152,15.772,1.009,0.0,0.5,0.066
1768981633.13,0.686,0.539,1.123,1.0,0.5,0.065
1768981633.43,0.662,0.395,1.079,0.489,0.5,0.066
1768981633.73,0.674,3.494,1.082,0.097,0.5,0.069
1768981634.03,0.813,3.465,1.068,0.029,0.5,0.07
1768981634.23,0.96,0.852,1.074,0.742,0.5,0.068
1768981634.53,0.82,1.442,1.071,0.0,0.5,0.07
1768981634.73,1.03,1.031,1.074,0.0,0.5,0.071
1768981634.93,1.002,0.592,1.043,0.0,0.5,0.072
1768981635.23,1.037,4.0,1.047,0.343,0.5,0.074
1768981635.53,1.018,4.22,1.058,0.399,0.5,0.074
1768981635.73,1.018,0.545,1.034,0.053,0.5,0.074
1768981636.03,0.986,2.25,1.041,0.114,0.5,0.074
1768981636.25,0.978,1.546,1.048,0.0,0.5,0.073
1768981636.53,1.085,0.586,1.017,1.0,0.5,0.072
1768981636.83,1.082,1.59,1.055,0.145,0.5,0.071
1768981637.03,0.988,0.769,1.043,0.0,0.5,0.071
1768981637.23,0.925,1.246,1.072,0.669,0.5,0.071
1768981637.53,0.942,9.909,1.078,0.864,0.5,0.071
1768981637.83,0.973,2.879,1.057,0.566,0.5,0.071
1768981638.13,0.992,2.66,1.052,1.0,0.5,0.07
1768981638.34,0.495,9.661,1.077,0.839,0.5,0.07
1768981638.64,1.06,6.068,1.062,0.033,0.5,0.07
1768981638.94,1.084,4.347,1.05,0.0,0.5,0.07
1768981639.14,1.029,3.816,1.043,0.141,0.5,0.071
1768981639.34,1.084,5.333,1.06,0.405,0.5,0.07
1768981639.63,1.103,3.786,1.046,0.0,0.5,0.07
1768981639.84,1.125,4.961,1.051,0.0,0.5,0.07
1768981640.14,1.053,0.634,1.044,0.0,0.5,0.07
1768981640.34,1.025,0.429,1.043,0.021,0.5,0.07
1768981640.63,1.089,0.284,1.059,0.0,0.5,0.071
1768981640.93,1.269,0.523,1.075,0.694,0.5,0.071
1768981641.23,0.995,0.667,1.079,1.0,0.5,0.075
1768981641.53,0.871,0.096,1.021,0.317,0.5,0.081
1768981641.83,0.732,0.413,0.934,0.0,0.5,0.085
1768981642.03,0.846,0.113,0.911,0.0,0.5,0.086
1768981642.33,0.909,0.799,0.897,1.0,0.5,0.084
1768981642.53,0.581,0.754,0.894,0.0,0.5,0.078
1768981642.73,1.327,0.207,0.858,0.159,0.5,0.073
1768981643.03,1.059,0.049,0.822,0.027,0.5,0.066
1768981643.33,1.181,0.452,0.85,0.0,0.5,0.061
1768981643.63,1.03,0.464,0.809,0.323,0.5,0.059
1768981643.93,1.089,0.569,0.78,0.163,0.5,0.059
1768981644.13,1.138,0.213,0.772,0.0,0.5,0.058
1768981644.43,1.013,0.215,0.788,0.0,0.5,0.058
1768981644.63,0.983,0.107,0.791,0.0,0.5,0.059
1768981644.83,1.098,0.139,0.778,0.0,0.5,0.059
1768981645.04,1.106,0.112,0.792,0.029,0.5,0.059
1768981645.34,1.209,0.023,0.772,0.633,0.5,0.059
1768981645.63,1.089,0.125,0.804,0.916,0.5,0.059
1768981645.93,1.035,0.275,0.804,0.172,0.5,0.059
1768981646.14,1.099,0.42,0.825,1.0,0.5,0.059
1768981646.43,1.023,0.202,0.8,0.282,0.5,0.058
1768981646.65,1.107,0.253,0.791,0.14,0.5,0.059
1768981646.93,1.027,0.347,0.783,0.752,0.5,0.058
1768981647.13,1.127,0.315,0.785,0.0,0.5,0.058
1768981647.42,0.96,0.309,0.812,0.848,0.5,0.057
1768981647.72,1.036,0.56,0.818,0.0,0.5,0.057
1768981648.02,0.935,0.535,0.818,0.356,0.5,0.058
1768981648.24,0.878,0.295,0.806,0.906,0.5,0.058
1768981648.53,0.995,0.455,0.874,1.0,0.5,0.061
1768981648.74,1.096,0.27,0.945,0.323,0.5,0.065
1768981649.02,0.798,0.424,1.076,0.0,0.5,0.071
1768981649.22,1.056,0.322,1.101,0.0,0.5,0.075
1768981649.52,1.005,0.254,1.097,0.177,0.5,0.079
1768981649.72,1.022,0.24,1.069,0.0,0.5,0.079
1768981650.02,1.048,0.306,1.087,0.064,0.5,0.079
1768981650.24,1.159,0.307,1.066,0.0,0.5,0.078
1768981650.52,1.122,0.079,1.043,0.15,0.5,0.075
1768981650.72,1.247,0.053,1.063,0.0,0.5,0.073
1768981651.02,1.13,0.134,1.056,0.708,0.5,0.071
1768981651.32,1.154,0.065,1.052,0.829,0.5,0.069
1768981651.52,1.116,0.244,1.044,0.843,0.5,0.069
1768981651.82,0.222,0.014,1.037,1.0,0.5,0.069
1768981652.02,0.887,0.165,1.031,0.291,0.5,0.07
1768981652.32,1.134,0.026,1.017,0.0,0.5,0.071
1768981652.62,0.434,0.156,0.96,0.352,0.5,0.073
1768981652.82,0.936,0.113,0.963,0.0,0.5,0.075
1768981653.12,1.21,0.163,0.924,0.0,0.5,0.077
1768981653.42,1.113,0.151,0.92,0.0,0.5,0.079
1768981653.62,1.297,0.455,0.953,0.0,0.5,0.079
1768981653.82,1.003,0.521,0.941,1.0,0.5,0.079
1768981654.12,0.473,0.386,0.867,1.0,0.5,0.077
1768981654.32,0.329,0.242,0.804,0.823,0.5,0.075
1768981654.62,0.328,0.142,0.849,0.538,0.5,0.073
1768985951.97,0.858,1.29,1.102,0.32,0.5,0.079
1768985952.17,0.89,0.893,1.071,0.366,0.5,0.077
1768985952.37,0.819,2.957,1.077,0.197,0.5,0.075
1768985952.67,0.878,1.695,1.103,0.005,0.5,0.07
1768985952.87,0.887,1.724,1.114,0.0,0.5,0.068
1768985953.08,0.881,1.991,1.125,0.0,0.5,0.067
1768985953.37,0.86,2.049,1.112,0.807,0.5,0.066
1768985953.57,0.847,1.828,1.123,0.06,0.5,0.064
1768985953.77,0.729,1.927,1.139,1.0,0.5,0.064
1768985954.07,0.936,8.916,1.064,0.0,0.5,0.066
1768985954.27,0.975,4.615,0.936,0.014,0.5,0.067
1768985954.51,0.919,4.174,0.918,0.093,0.5,0.067
1768985954.77,0.912,6.697,0.875,0.374,0.5,0.07
1768985955.07,0.951,3.267,0.932,0.056,0.5,0.069
1768985955.27,0.934,8.207,1.074,0.0,0.5,0.07
1768985955.58,0.842,6.943,1.03,0.474,0.5,0.071
1768985955.87,0.871,15.336,1.05,0.788,0.5,0.071
1768999151.42,0.979,0.262,0.956,1.0,0.5,0.045
1768999151.63,0.901,0.29,0.935,0.579,0.5,0.05
1768999151.93,0.992,3.054,0.967,0.286,0.5,0.053
1768999152.23,0.948,0.23,1.05,1.0,0.5,0.058
1768999152.44,0.909,1.249,1.158,0.0,0.5,0.059
1768999152.73,1.226,0.697,0.932,0.0,0.5,0.06
1768999153.03,0.844,1.203,0.712,1.0,0.5,0.057
1768999153.28,0.668,1.486,0.897,0.458,0.5,0.056
1768999153.53,1.046,0.92,0.908,0.133,0.5,0.056
1768999153.73,0.967,0.304,0.909,0.087,0.5,0.056
1768999154.03,0.961,1.288,0.903,0.347,0.5,0.059
1768999154.23,0.898,0.627,0.874,0.0,0.5,0.06
1768999154.44,0.992,0.368,0.886,0.271,0.5,0.06
1768999154.72,0.968,0.199,0.965,0.567,0.5,0.06
1768999154.93,0.943,0.086,0.996,0.311,0.5,0.06
1768999155.23,1.09,0.059,0.956,0.0,0.5,0.06
1768999155.43,1.027,0.201,0.981,0.0,0.5,0.06
1768999155.65,1.133,0.139,1.009,0.065,0.5,0.059
1768999155.93,1.081,0.172,0.989,0.0,0.5,0.057
1768999156.23,1.043,0.122,0.871,0.0,0.5,0.056
1768999156.43,1.231,24.244,1.125,0.325,0.5,0.056
1768999156.73,1.059,32.816,1.159,0.434,0.5,0.057
1768999156.93,1.081,38.567,1.285,0.558,0.5,0.058
1768999157.23,1.024,39.568,1.283,0.493,0.5,0.06
1768999157.53,0.97,37.012,1.274,1.0,0.5,0.061
1768999157.73,1.045,37.61,1.273,0.977,0.5,0.062
1768999157.93,0.915,35.359,1.314,0.026,0.5,0.062
1768999158.13,0.978,36.859,1.339,0.126,0.5,0.062
1768999158.43,1.032,7.887,1.004,0.0,0.5,0.062
1768999158.73,1.031,0.545,0.974,0.0,0.5,0.062
1768999158.97,1.049,0.218,0.945,0.367,0.5,0.063
1768999159.23,1.048,2.139,1.028,0.349,0.5,0.063
1768999159.43,1.078,0.151,0.979,1.0,0.5,0.064
1768999159.72,1.018,0.583,1.002,1.0,0.5,0.065
1768999159.93,0.956,0.526,0.977,0.775,0.5,0.067
1768999160.23,0.997,0.336,0.93,1.0,0.5,0.068
1768999160.53,0.958,2.938,0.977,0.0,0.5,0.07
1768999160.73,1.003,1.225,0.982,0.453,0.5,0.071
1768999161.02,1.008,14.74,1.151,0.535,0.5,0.072
1768999161.23,1.028,6.463,1.055,0.0,0.5,0.072
1768999161.52,0.985,0.316,1.074,0.0,0.5,0.071
1768999161.73,0.966,0.168,0.997,0.065,0.5,0.071
1768999161.93,0.954,0.088,0.985,1.0,0.5,0.07
1768999162.23,0.801,0.352,0.949,0.071,0.5,0.069
1768999162.43,0.853,0.177,0.971,0.13,0.5,0.069
1768999162.66,0.971,0.195,0.973,0.0,0.5,0.068
1768999162.93,0.983,7.695,1.02,0.099,0.5,0.065
1768999163.13,1.047,1.172,0.957,0.0,0.5,0.063
1768999163.42,1.064,0.118,0.925,0.0,0.5,0.06
1768999163.63,1.08,2.014,0.902,0.18,0.5,0.059
1768999163.92,1.111,0.278,0.874,0.178,0.5,0.058
1768999164.13,1.092,0.143,0.902,0.119,0.5,0.057
1768999164.33,1.068,0.213,0.909,0.693,0.5,0.057
1768999164.63,1.082,0.317,0.844,0.0,0.5,0.055
1768999164.83,1.124,0.494,0.852,0.058,0.5,0.055
1768999165.13,1.071,0.472,0.848,0.463,0.5,0.054
1768999165.42,1.109,0.321,0.869,0.806,0.5,0.053
1768999165.63,1.132,0.327,0.872,0.0,0.5,0.054
1768999165.83,1.151,0.432,0.881,0.974,0.5,0.054
1768999166.05,1.125,0.334,0.855,1.0,0.5,0.055
1768999166.33,1.164,0.395,0.868,0.375,0.5,0.055
1768999166.62,1.154,0.295,0.883,0.114,0.5,0.056
1768999166.83,1.129,0.251,0.884,0.463,0.5,0.056
1768999167.13,1.138,0.19,0.886,0.75,0.5,0.057
1768999167.33,1.098,0.243,0.881,1.0,0.5,0.058
1768999167.62,1.083,0.244,0.876,1.0,0.5,0.06
1768999167.83,1.056,0.303,0.858,0.084,0.5,0.061
1768999168.12,1.069,0.127,0.854,0.111,0.5,0.062
1768999168.33,1.088,0.657,0.845,0.0,0.5,0.062
1768999168.62,1.126,0.179,0.831,0.704,0.5,0.063
1768999168.83,1.06,0.092,0.828,0.0,0.5,0.064
1768999169.13,0.998,0.369,0.859,0.676,0.5,0.065
1768999169.4,1.018,0.262,0.896,1.0,0.5,0.065
1768999169.65,1.065,0.435,0.939,1.0,0.5,0.066
1768999169.94,0.719,1.642,0.904,1.0,0.5,0.068
1768999170.24,0.948,0.182,0.925,0.034,0.5,0.069
1768999170.45,1.009,0.357,0.966,0.084,0.5,0.069
1768999170.65,1.023,0.562,0.919,0.0,0.5,0.07
1768999170.86,0.998,0.244,0.937,0.0,0.5,0.069
1768999171.15,1.009,0.079,0.913,0.875,0.5,0.068
1768999171.44,1.077,0.398,0.888,0.0,0.5,0.067
1768999171.65,1.043,0.248,0.88,0.0,0.5,0.066
1768999171.85,1.116,0.254,0.877,0.16,0.5,0.066
1768999172.14,1.044,0.093,0.894,0.891,0.5,0.065
1768999172.45,1.042,0.407,0.905,0.906,0.5,0.064
1768999172.71,1.033,0.258,0.885,0.145,0.5,0.065
1768999172.96,0.951,0.884,0.844,1.0,0.5,0.065
1768999173.16,1.007,0.522,0.853,0.158,0.5,0.065
1768999173.46,1.034,0.467,0.911,1.0,0.5,0.065
1768999173.75,0.226,0.221,0.89,0.258,0.5,0.069
1768999173.96,1.03,0.352,0.896,0.0,0.5,0.072
1768999174.16,1.079,0.125,0.893,0.0,0.5,0.077
1768999174.38,1.102,0.136,0.896,0.005,0.5,0.081
1768999174.65,1.108,0.065,0.887,0.0,0.5,0.086
1768999174.86,1.047,0.301,0.899,0.955,0.5,0.088
1768999175.06,1.053,0.309,0.896,0.895,0.5,0.088
1768999175.26,1.064,0.184,0.881,0.412,0.5,0.086
1768999175.46,1.061,0.191,0.894,0.676,0.5,0.084
1768999175.75,1.042,0.201,0.904,1.0,0.5,0.08
1768999175.96,1.018,0.099,0.93,0.73,0.5,0.078
1768999176.26,1.032,0.291,0.905,0.139,0.5,0.075
1768999176.56,1.032,0.24,0.882,0.237,0.5,0.072
1768999176.76,1.053,0.537,0.859,0.0,0.5,0.071
1768999176.96,1.07,0.351,0.877,0.463,0.5,0.069
1768999177.25,0.923,0.313,0.869,1.0,0.5,0.069
1768999177.46,0.941,2.65,0.895,0.096,0.5,0.069
1768999177.68,1.03,1.499,0.897,0.098,0.5,0.068
1768999177.99,1.032,0.217,0.95,0.195,0.5,0.066
1768999178.23,1.054,0.558,0.909,0.0,0.5,0.063
1768999178.44,1.153,0.309,0.928,0.0,0.5,0.058
1768999178.73,1.2,0.225,0.849,0.0,0.5,0.052
1768999178.94,1.144,1.363,0.858,0.107,0.5,0.048
1768999179.24,1.099,2.035,0.911,0.878,0.5,0.042
1768999179.53,1.074,0.45,0.854,0.847,0.5,0.041
1768999179.74,1.068,6.292,0.929,0.0,0.5,0.042
1768999180.03,1.137,0.147,0.813,0.626,0.5,0.043
1768999180.33,1.085,0.245,0.845,0.491,0.5,0.045
1768999180.54,1.048,0.368,0.857,1.0,0.5,0.045
1768999180.83,1.022,0.434,0.87,0.602,0.5,0.044
1768999181.06,1.05,0.507,0.888,1.0,0.5,0.045
1768999181.34,1.042,0.472,0.884,0.586,0.5,0.043
1768999181.64,1.133,0.067,0.871,0.094,0.5,0.041
1768999181.93,1.081,2.327,0.904,0.0,0.5,0.038
1768999182.14,1.031,1.043,0.84,0.414,0.5,0.036
1768999182.34,1.062,0.514,0.765,0.0,0.5,0.035
1768999182.63,1.189,0.18,0.803,0.709,0.5,0.033
1768999182.83,1.082,1.712,0.783,0.0,0.5,0.032
1768999183.04,1.114,0.224,0.787,0.636,0.5,0.032
1768999183.34,1.081,0.419,0.815,0.935,0.5,0.032
1768999183.63,1.191,4.059,0.799,0.964,0.5,0.032
1768999183.83,1.141,2.41,0.757,0.388,0.5,0.032
1768999184.04,1.111,2.708,0.823,0.282,0.5,0.032
1768999184.26,1.098,4.292,0.84,0.558,0.5,0.032
1768999184.53,1.193,2.683,0.825,0.172,0.5,0.033
1768999184.74,1.137,4.069,0.8,0.542,0.5,0.033
1768999185.04,1.03,0.305,0.817,0.305,0.5,0.034
1768999185.33,1.131,0.222,0.795,0.557,0.5,0.034
1768999185.54,1.11,1.246,0.772,0.0,0.5,0.035
1768999185.83,1.084,0.275,0.811,0.01,0.5,0.036
1768999186.13,1.036,0.139,0.798,0.359,0.5,0.037
1768999186.33,1.103,0.432,0.785,0.0,0.5,0.037
1768999186.53,1.197,0.46,0.774,0.012,0.5,0.037
1768999186.83,1.246,0.498,0.736,0.0,0.5,0.036
1768999187.13,1.237,0.115,0.764,0.0,0.5,0.036
1768999187.41,1.253,0.48,0.794,0.0,0.5,0.035
1768999187.65,1.288,0.417,0.713,0.154,0.5,0.035
1768999187.95,1.263,0.319,0.747,0.418,0.5,0.034
1768999188.25,0.956,0.5,0.724,0.174,0.5,0.035
1768999188.45,1.196,0.567,0.815,0.0,0.5,0.035
1768999188.75,1.232,0.469,0.839,0.065,0.5,0.035
1768999188.95,1.232,2.292,0.878,0.198,0.5,0.034
1768999189.15,1.258,0.442,0.868,0.245,0.5,0.033
1768999189.45,1.199,0.334,0.882,0.0,0.5,0.033
1768999189.75,1.237,1.047,0.884,0.0,0.5,0.034
1768999189.95,1.212,0.364,0.859,1.0,0.5,0.035
1768999190.15,0.86,0.252,0.903,0.29,0.5,0.037
1768999190.42,1.165,0.279,0.894,0.194,0.5,0.039
1768999190.66,1.154,0.24,0.981,0.363,0.5,0.044
1768999190.86,0.979,0.181,1.004,0.344,0.5,0.048
1768999191.16,1.014,0.493,1.011,0.528,0.5,0.051
1768999191.36,1.021,1.875,1.01,1.0,0.5,0.055
1768999191.66,1.119,0.374,1.014,1.0,0.5,0.058
1768999191.96,0.95,1.293,1.031,0.886,0.5,0.061
1768999192.16,0.989,2.681,1.061,1.0,0.5,0.063
1768999192.46,0.902,0.583,1.031,0.236,0.5,0.064
1768999192.66,0.966,1.266,1.076,0.0,0.5,0.063
1768999192.96,0.948,0.221,1.04,0.0,0.5,0.06
1768999193.16,1.024,2.302,1.055,0.29,0.5,0.058
1768999193.46,0.951,0.436,0.998,0.67,0.5,0.054
1768999193.69,0.949,0.256,1.026,0.099,0.5,0.053
1768999193.96,0.995,0.363,1.009,0.0,0.5,0.052
1768999194.16,1.074,0.522,0.979,0.104,0.5,0.051
1768999194.36,1.003,0.215,1.018,0.0,0.5,0.05
1768999194.56,1.043,0.384,1.009,0.575,0.5,0.049
1768999194.86,1.051,0.168,0.984,0.0,0.5,0.048
1768999195.16,1.076,0.153,0.969,0.0,0.5,0.047
1768999195.36,1.053,0.114,0.968,0.0,0.5,0.048
1768999195.66,0.199,0.668,0.981,0.903,0.5,0.05
1768999195.96,1.083,2.652,0.998,0.103,0.5,0.05
