1770257027.54,1.16,0.125,1.312,0.153,0.5,0.069
1770257027.84,1.036,0.261,1.343,0.657,0.5,0.069
1770257028.05,0.958,0.401,1.357,1.0,0.5,0.069
1770257028.34,1.046,0.283,1.347,0.526,0.5,0.07
1770257028.56,0.952,0.068,1.359,1.0,0.5,0.07
1770257028.84,0.968,0.408,1.358,0.583,0.5,0.071
1770257029.04,0.966,0.124,1.321,0.222,0.5,0.072
1770257029.34,1.123,0.454,1.356,0.0,0.5,0.071
1770257029.64,1.164,0.395,1.389,0.0,0.5,0.07
1770257029.84,1.147,0.594,1.374,0.075,0.5,0.068
1770257030.04,1.153,0.333,1.377,0.206,0.5,0.066
1770257030.25,1.003,0.076,1.37,1.0,0.5,0.066
1770257030.54,1.049,0.141,1.308,0.615,0.5,0.066
1770257030.74,1.032,0.103,1.364,0.286,0.5,0.066
1770257031.04,1.038,0.041,1.356,0.578,0.5,0.066
1770257031.34,1.021,0.252,1.323,0.042,0.5,0.066
1770257031.54,0.956,1.149,1.327,1.0,0.5,0.066
1770257031.74,0.97,0.296,1.348,0.845,0.5,0.066
1770257031.96,0.858,0.283,1.326,1.0,0.5,0.066
1770257032.16,1.067,0.217,1.321,0.0,0.5,0.066
1770257032.45,1.05,0.312,1.306,0.02,0.5,0.066
1770257032.75,1.033,1.751,1.327,0.549,0.5,0.066
1770257033.04,1.16,0.866,1.336,0.0,0.5,0.065
1770257033.25,1.105,0.677,1.318,0.401,0.5,0.064
1770257033.54,1.181,0.416,1.316,0.0,0.5,0.063
1770257033.75,1.148,0.407,1.324,0.146,0.5,0.062
1770257034.04,1.132,0.26,1.336,0.0,0.5,0.061
1770257034.24,1.118,0.099,1.334,0.098,0.5,0.062
1770257034.54,1.147,0.448,1.321,0.166,0.5,0.062
1770257034.74,1.072,0.27,1.327,0.889,0.5,0.062
1770257034.94,0.706,0.564,1.316,1.0,0.5,0.064
1770257035.24,0.626,0.308,1.202,0.75,0.5,0.068
1770257035.54,1.121,0.43,1.286,0.0,0.5,0.07
1770257035.74,1.04,0.86,1.29,0.0,0.5,0.071
1770257036.04,1.108,0.427,1.202,0.086,0.5,0.067
1770257036.34,1.029,0.069,1.264,0.977,0.5,0.063
1770257036.54,1.118,0.027,1.272,0.0,0.5,0.064
1770257036.74,1.044,0.142,1.347,0.795,0.5,0.063
1770257036.94,0.612,0.093,1.269,1.0,0.5,0.066
1770257037.15,0.977,0.108,1.253,0.123,0.5,0.066
1770257037.44,0.978,0.109,1.252,0.122,0.5,0.065
1770257037.64,1.051,0.041,1.21,0.0,0.5,0.066
1770257037.94,1.046,0.276,1.216,0.083,0.5,0.064
1770257038.24,0.912,0.149,1.248,1.0,0.5,0.064
1770257038.44,0.968,0.213,1.24,1.0,0.5,0.064
1770257038.67,0.648,0.178,1.213,1.0,0.5,0.065
1770257038.94,1.095,0.132,1.187,0.0,0.5,0.064
1770257039.14,0.969,0.078,1.212,0.0,0.5,0.064
1770257039.34,0.953,0.11,1.224,0.0,0.5,0.063
1770257039.54,1.045,0.237,1.226,0.0,0.5,0.061
1770257039.84,0.883,0.416,1.208,1.0,0.5,0.06
1770257040.04,0.936,0.17,1.229,0.382,0.5,0.06
1770257040.34,1.038,0.155,1.187,0.0,0.5,0.06
1770257040.64,0.939,0.223,1.196,0.145,0.5,0.059
1770257040.94,1.039,0.05,1.168,0.04,0.5,0.057
1770257041.14,1.025,0.08,1.162,0.451,0.5,0.057
1770257041.34,0.897,0.139,1.181,0.197,0.5,0.058
1770257041.55,0.845,0.122,1.145,0.535,0.5,0.059
1770257041.84,0.81,0.016,1.14,0.036,0.5,0.061
1770257042.04,1.094,0.091,1.148,0.0,0.5,0.061
1770257042.24,1.063,0.037,1.174,0.0,0.5,0.059
1770257042.54,1.162,0.08,1.182,0.0,0.5,0.057
1770257083.03,0.999,0.327,1.079,0.002,0.5,0.053
1770257083.23,0.939,0.071,1.035,0.199,0.5,0.053
1770257083.53,0.57,0.56,1.067,1.0,0.5,0.057
1770257083.73,0.691,0.848,1.033,0.313,0.5,0.061
1770257083.93,0.763,0.17,1.072,0.268,0.5,0.063
1770257084.22,0.907,0.854,0.992,0.0,0.5,0.065
1770257084.43,0.877,0.79,1.051,0.0,0.5,0.064
1770257084.72,0.796,0.77,0.956,0.255,0.5,0.061
1770257084.92,0.857,1.01,1.026,0.102,0.5,0.06
1770257085.13,0.937,0.898,1.007,0.0,0.5,0.059
